id,nom,sexe,région,âge,culture
1729,Khady Senghor,F,Kaolack,21,patate douce
1730,Mariama Dieng,F,Mbour,47,fruits
1731,Abdoulaye Bamba,M,Fatick,29,riz
1732,Aissatou Kouyaté,F,Sédhiou,44,mais
1733,Modou Diagne,M,Ziguinchor,24,autres
1734,Babacar Thiam,M,Kolda,27,légumes
1735,Fatou Thiam,F,Dakar,52,arachide
1736,Ndeye Fofana,F,Tambacounda,41,igname
1737,Mamadou Sarr Gassama,M,Kolda,64,manioc
1738,Mamadou Faye Koulibaly,M,Mbour,53,autres
1739,Fatou Camara,F,Fatick,32,patate douce
1740,Lamine Diakhate,M,Dakar,52,sésame
1741,Babacar Diakhate,M,Diourbel,37,mais
1742,Modou Koulibaly,M,Ziguinchor,30,sésame
1743,helene Kouyaté,F,Tambacounda,45,coton
1744,Mamadou Lamine Kouyaté,M,Kolda,19,sésame
1745,Cheikh Thiam,M,Dakar,60,autres
1746,Fatou Bamba,F,Sédhiou,54,manioc
1747,Moussa Diallo,M,Tambacounda,38,arachide
1748,Mamadou Sarr Senghor,M,Diourbel,54,riz
1749,helene Ndoye,F,Sédhiou,38,haricot
1750,Bineta Sow,F,Louga,59,patate douce
1751,Babacar Sarr,M,Saint-Louis,45,sésame
1752,Fatou Kouyaté,F,Dakar,64,arachide
1753,Fatou Sow,F,Tambacounda,65,igname
1754,Mamadou Sarr Fall,M,Fatick,26,autres
1755,Mamadou Ndiaye Camara,M,Tivaouane,24,fruits
1756,Mamadou Boubacar Barry,M,Fatick,51,fruits
1757,Khady Bamba,F,Kolda,35,arachide
1758,Maty Camara,F,Mbour,62,sésame
1759,helene Ndiaye,F,Kaolack,32,fruits
1760,Mariama Sy,F,Dakar,61,autres
1761,Adama Barry,F,Matam,63,mais
1762,Aminata Koulibaly,F,Thiès,28,arachide
1763,Pape Sow,M,Mbour,32,arachide
1764,Babacar Gassama,M,Dakar,47,patate douce
1765,Pape Cissé,M,Kolda,37,igname
1766,Moussa Keita,M,Diourbel,56,mais
1767,Adama Diallo,F,Matam,44,autres
1768,Maty Camara,F,Fatick,48,coton
1769,Mamadou Faye Diallo,M,Matam,63,autres
1770,Moussa Keita,M,Diourbel,23,haricot
1771,Lamine Diop,M,Kolda,35,haricot
1772,Fatou Sow,F,Thiès,33,riz
1773,Moussa Toure,M,Tivaouane,32,manioc
1774,Ibrahima Diagne,M,Thiès,58,igname
1775,Mamadou Boubacar Ndiaye,M,Thiès,60,mil
1776,Coumba Fofana,F,Sédhiou,42,mais
1777,Maty Traoré,F,Louga,33,igname
1778,Adama Ndoye,F,Saint-Louis,29,haricot
1779,Babacar Diakhate,M,Tivaouane,23,patate douce
1780,Lamine Barry,M,Matam,38,fruits
1781,Mamadou Faye Diallo,M,Sédhiou,63,mil
1782,Sidy Senghor,M,Diourbel,25,mais
1783,Ibrahima Kane,M,Sédhiou,64,manioc
1784,Mariama Sow,F,Matam,56,mais
1785,El Hadji Fall,M,Tivaouane,42,patate douce
1786,Cheikh Gueye,M,Sédhiou,56,mil
1787,Mamadou Thiam,M,Fatick,28,légumes
1788,Aissatou Diagne,F,Diourbel,63,légumes
1789,Mamadou Sow Kane,M,Thiès,27,légumes
1790,Aminata Diop,F,Thiès,19,haricot
1791,Mamadou Sarr Diallo,M,Ziguinchor,29,autres
1792,Mamadou Boubacar Sall,M,Tivaouane,64,coton
1793,Mariama Kouyaté,F,Matam,56,autres
1794,Mamadou Faye Cissé,M,Matam,42,autres
1795,Mariama Gassama,F,Saint-Louis,25,manioc
1796,Bineta Kane,F,Sédhiou,19,arachide
1797,Fatou Ndoye,F,Sédhiou,20,igname
1798,Ousmane Faye,M,Kaolack,62,riz
1799,Ndeye Koulibaly,F,Saint-Louis,38,fruits
1800,Adama Toure,F,Thiès,32,patate douce
1801,helene Balde,F,Kolda,21,riz
1802,Ibrahima Diouf,M,Diourbel,53,sésame
1803,Modou Camara,M,Tambacounda,24,coton
1804,Pape Keita,M,Sédhiou,49,patate douce
1805,Sidy Balde,M,Fatick,27,mil
1806,Mamadou Lamine Sow,M,Saint-Louis,25,fruits
1807,helene Sy,F,Ziguinchor,55,autres
1808,helene Sarr,F,Ziguinchor,30,haricot
1809,Khady Keita,F,Louga,46,mil
1810,Fatou Barry,F,Kolda,24,riz
1811,Mamadou Lamine Fall,M,Fatick,20,manioc
1812,Aminata Ndiaye,F,Kaolack,20,fruits
1813,Mamadou Sarr Traoré,M,Kaolack,45,haricot
1814,Mamadou Lamine Diallo,M,Tambacounda,56,haricot
1815,Mamadou Sarr Diallo,M,Mbour,47,sésame
1816,Mariama Faye,F,Ziguinchor,50,sésame
1817,Abdoulaye Kane,M,Thiès,32,fruits
1818,Modou Sow,M,Matam,64,riz
1819,Fatou Diallo,F,Thiès,18,patate douce
1820,Mariama Barry,F,Sédhiou,33,sésame
1821,Aminata Sall,F,Matam,65,patate douce
1822,Moussa Diakhate,M,Tambacounda,43,haricot
1823,Ndeye Kane,F,Kolda,54,manioc
1824,Moussa Kane,M,Kaolack,48,autres
1825,Mamadou Lamine Fofana,M,Fatick,42,mais
1826,Pape Toure,M,Diourbel,44,mil
1827,Mamadou Ndiaye Ndiaye,M,Tambacounda,31,fruits
1828,helene Camara,F,Matam,42,fruits
1829,Khady Camara,F,Fatick,20,coton
1830,Aissatou Diallo,F,Fatick,33,fruits
1831,Adama Fall,F,Sédhiou,39,autres
1832,Seynabou Bamba,F,Ziguinchor,49,igname
1833,Mamadou Ndiaye Camara,M,Tambacounda,60,arachide
1834,Babacar Bamba,M,Matam,56,manioc
1835,Sidy Traoré,M,Kaolack,62,patate douce
1836,Ndeye Gueye,F,Tambacounda,55,riz
1837,Moussa Traoré,M,Tambacounda,54,coton
1838,Babacar Dieng,M,Tambacounda,40,igname
1839,Abdoulaye Gassama,M,Louga,57,arachide
1840,Pape Dabo,M,Tivaouane,51,patate douce
1841,Bineta Barry,F,Fatick,38,arachide
1842,Ndeye Dieng,F,Fatick,33,mais
1843,Bineta Keita,F,Ziguinchor,22,mais
1844,Aissatou Gassama,F,Diourbel,38,mais
1845,Coumba Fofana,F,Thiès,37,sésame
1846,Babacar Camara,M,Saint-Louis,40,coton
1847,Mamadou Sow Fall,M,Ziguinchor,41,igname
1848,Bineta Sall,F,Kolda,24,haricot
1849,Ousmane Fofana,M,Ziguinchor,65,arachide
1850,Coumba Diallo,F,Matam,30,fruits
1851,Mariama Kouyaté,F,Dakar,28,mil
1852,Khady Diallo,F,Kolda,43,riz
1853,Aminata Kouyaté,F,Mbour,34,fruits
1854,Adama Sarr,F,Mbour,43,manioc
1855,Fatou Diallo,F,Tivaouane,38,patate douce
1856,Mamadou Sow Diop,M,Saint-Louis,62,patate douce
1857,Mamadou Sow Fall,M,Fatick,25,sésame
1858,Aminata Toure,F,Saint-Louis,41,riz
1859,Mamadou Sarr Diallo,M,Dakar,29,manioc
1860,Rokhaya Sow,F,Louga,49,arachide
1861,helene Fofana,F,Tivaouane,34,haricot
1862,Abdoulaye Cissé,M,Diourbel,24,mil
1863,Mamadou Lamine Diouf,M,Mbour,38,mil
1864,Aminata Diop,F,Matam,55,patate douce
1865,Coumba Dieng,F,Dakar,65,légumes
1866,Fatou Camara,F,Tivaouane,35,mil
1867,Maty Keita,F,Tivaouane,28,manioc
1868,Mamadou Faye Thiam,M,Ziguinchor,46,igname
1869,Fatou Camara,F,Ziguinchor,19,sésame
1870,Sidy Bamba,M,Mbour,59,riz
1871,Pape Diop,M,Thiès,45,arachide
1872,Coumba Fall,F,Tambacounda,43,igname
1873,Bineta Sow,F,Sédhiou,56,patate douce
1874,Mamadou Diop Sy,M,Saint-Louis,57,patate douce
1875,Khady Cissé,F,Tivaouane,23,patate douce
1876,Mamadou Boubacar Sarr,M,Tambacounda,44,riz
1877,Khady Dabo,F,Louga,42,légumes
1878,Lamine Dieng,M,Mbour,61,manioc
1879,Khady Sow,F,Saint-Louis,57,haricot
1880,Ousmane Sy,M,Diourbel,29,igname
1881,Rokhaya Diallo,F,Diourbel,45,sésame
1882,Ndeye Dieng,F,Diourbel,26,patate douce
1883,Babacar Gueye,M,Mbour,31,haricot
1884,Coumba Sy,F,Tivaouane,57,autres
1885,Mamadou Faye Diallo,M,Sédhiou,57,mil
1886,Mamadou Sow Sy,M,Thiès,40,coton
1887,Adama Cissé,F,Tambacounda,37,coton
1888,Pape Sow,M,Louga,29,coton
1889,Babacar Dabo,M,Kaolack,34,haricot
1890,Fatou Balde,F,Kolda,26,autres
1891,Adama Diallo,F,Tivaouane,23,autres
1892,Aissatou Ndiaye,F,Matam,18,arachide
1893,Moussa Keita,M,Saint-Louis,25,fruits
1894,Maty Ba,F,Matam,33,fruits
1895,Adama Sow,F,Matam,23,fruits
1896,Ousmane Keita,M,Kolda,63,autres
1897,Coumba Diagne,F,Tambacounda,62,patate douce
1898,Maty Faye,F,Mbour,58,autres
1899,Rokhaya Traoré,F,Diourbel,58,mil
1900,Adama Diallo,F,Dakar,47,igname
1901,Aminata Diouf,F,Louga,39,autres
1902,Mamadou Diop Diagne,M,Kolda,24,fruits
1903,Fatou Camara,F,Ziguinchor,38,fruits
1904,Rokhaya Diakhate,F,Matam,39,haricot
1905,Fatou Fofana,F,Matam,29,fruits
1906,Abdoulaye Camara,M,Sédhiou,36,patate douce
1907,Mamadou Sarr Sow,M,Saint-Louis,64,arachide
1908,Ndeye Diakhate,F,Saint-Louis,21,manioc
1909,Mamadou Lamine Gassama,M,Fatick,62,manioc
1910,Mamadou Ndiaye Ba,M,Tambacounda,26,haricot
1911,Rokhaya Traoré,F,Kolda,22,légumes
1912,Ndeye Traoré,F,Sédhiou,55,mil
1913,Mamadou Faye Cissé,M,Mbour,61,riz
1914,Ibrahima Faye,M,Tivaouane,50,légumes
1915,helene Fofana,F,Kolda,36,haricot
1916,Mamadou Boubacar Ndoye,M,Louga,45,sésame
1917,Maty Ndoye,F,Sédhiou,20,sésame
1918,helene Sow,F,Sédhiou,59,manioc
1919,Adama Sall,F,Ziguinchor,26,haricot
1920,helene Bamba,F,Ziguinchor,26,sésame
1921,Aminata Barry,F,Thiès,63,mil
1922,Mamadou Ndiaye Kouyaté,M,Sédhiou,22,autres
1923,Mamadou Boubacar Kane,M,Matam,36,légumes
1924,Khady Bamba,F,Kaolack,36,manioc
1925,Seynabou Sarr,F,Kaolack,36,riz
1926,Mamadou Fofana,M,Matam,59,autres
1927,Moussa Keita,M,Fatick,22,arachide
1928,Seynabou Senghor,F,Tambacounda,65,mil
1929,Cheikh Koulibaly,M,Fatick,35,fruits
1930,Mamadou Lamine Balde,M,Tambacounda,24,coton
1931,Mariama Toure,F,Tambacounda,35,arachide
1932,Mariama Toure,F,Thiès,62,coton
1933,Pape Diop,M,Dakar,49,patate douce
1934,Mamadou Lamine Gassama,M,Tambacounda,57,mais
1935,Mamadou Diop Camara,M,Matam,45,légumes
1936,Lamine Thiam,M,Tambacounda,42,coton
1937,Seynabou Ba,F,Kolda,35,coton
1938,Mamadou Sarr Balde,M,Mbour,42,patate douce
1939,Mamadou Ndiaye Gueye,M,Dakar,42,fruits
1940,El Hadji Diakhate,M,Louga,32,manioc
1941,Mamadou Ndiaye Senghor,M,Saint-Louis,54,autres
1942,Modou Sow,M,Saint-Louis,25,fruits
1943,Mamadou Bamba,M,Matam,40,autres
1944,Abdoulaye Gassama,M,Louga,55,igname
1945,Ndeye Ndoye,F,Matam,36,sésame
1946,Bineta Kane,F,Dakar,55,haricot
1947,Ousmane Keita,M,Kolda,60,igname
1948,Rokhaya Diagne,F,Louga,32,légumes
1949,Aissatou Diouf,F,Thiès,33,légumes
1950,Ndeye Kouyaté,F,Dakar,46,haricot
1951,Coumba Toure,F,Ziguinchor,28,légumes
1952,Mamadou Faye Sow,M,Tambacounda,47,autres
1953,El Hadji Thiam,M,Sédhiou,62,mais
1954,Aissatou Thiam,F,Kaolack,63,fruits
1955,Mariama Camara,F,Thiès,40,autres
1956,El Hadji Faye,M,Tambacounda,24,mais
1957,Mamadou Boubacar Cissé,M,Dakar,44,igname
1958,Maty Fall,F,Matam,42,légumes
1959,Aminata Sy,F,Diourbel,41,arachide
1960,Mamadou Faye Gassama,M,Louga,62,mil
1961,Adama Barry,F,Tivaouane,59,igname
1962,Ousmane Fofana,M,Sédhiou,63,autres
1963,Maty Thiam,F,Fatick,19,riz
1964,Mamadou Faye Dieng,M,Ziguinchor,28,autres
1965,Rokhaya Traoré,F,Mbour,31,manioc
1966,Moussa Balde,M,Tambacounda,53,mil
1967,Lamine Sy,M,Louga,46,igname
1968,Mamadou Faye Traoré,M,Louga,42,légumes
1969,Seynabou Sy,F,Louga,37,sésame
1970,Aissatou Balde,F,Dakar,35,haricot
1971,Abdoulaye Dabo,M,Louga,24,mais
1972,Modou Camara,M,Saint-Louis,38,manioc
1973,Mamadou Sarr Diallo,M,Saint-Louis,46,légumes
1974,Fatou Toure,F,Louga,56,légumes
1975,Moussa Keita,M,Tambacounda,36,mais
1976,Aissatou Senghor,F,Kolda,27,igname
1977,Moussa Diagne,M,Kolda,39,mil
1978,Adama Fall,F,Ziguinchor,64,manioc
1979,Mamadou Ndiaye Bamba,M,Ziguinchor,50,patate douce
1980,Mariama Traoré,F,Matam,25,manioc
1981,Ndeye Senghor,F,Saint-Louis,61,riz
1982,Mamadou Faye Gassama,M,Ziguinchor,28,coton
1983,Babacar Keita,M,Tambacounda,54,mais
1984,Lamine Balde,M,Tambacounda,38,légumes
1985,Mariama Bamba,F,Dakar,22,coton
1986,Maty Diouf,F,Kaolack,43,igname
1987,Mamadou Diop Dieng,M,Fatick,42,igname
1988,Khady Fall,F,Mbour,21,mais
1989,Fatou Traoré,F,Fatick,40,légumes
1990,Abdoulaye Sarr,M,Saint-Louis,57,légumes
1991,Mamadou Diop Thiam,M,Kaolack,53,coton
1992,helene Sall,F,Thiès,22,igname
1993,Pape Thiam,M,Dakar,38,mil
1994,Abdoulaye Faye,M,Mbour,44,sésame
1995,helene Diop,F,Tambacounda,30,coton
1996,Maty Sow,F,Fatick,57,coton
1997,Mamadou Ndiaye Keita,M,Dakar,26,autres
1998,Sidy Sy,M,Tambacounda,57,mil
1999,helene Cissé,F,Dakar,59,coton
2000,El Hadji Gueye,M,Matam,37,fruits
2001,Pape Ndoye,M,Thiès,40,riz
2002,Mariama Sy,F,Sédhiou,37,arachide
2003,Mariama Diallo,F,Tivaouane,46,arachide
2004,Ousmane Gassama,M,Tivaouane,35,sésame
2005,Aminata Diakhate,F,Fatick,43,mais
2006,Ndeye Diallo,F,Diourbel,33,autres
2007,Mamadou Lamine Bamba,M,Tivaouane,34,igname
2008,Moussa Diop,M,Mbour,34,riz
2009,Coumba Gueye,F,Thiès,45,mil
2010,Rokhaya Traoré,F,Sédhiou,50,haricot
2011,Rokhaya Diallo,F,Tambacounda,33,coton
2012,Sidy Camara,M,Matam,24,patate douce
2013,Maty Fall,F,Louga,29,légumes
2014,helene Ndoye,F,Fatick,47,manioc
2015,Moussa Faye,M,Matam,46,légumes
2016,Adama Fall,F,Tivaouane,55,mil
2017,Mamadou Ndiaye Dabo,M,Tambacounda,24,légumes
2018,Modou Toure,M,Louga,51,manioc
2019,Mamadou Boubacar Ndiaye,M,Mbour,38,coton
2020,Ousmane Cissé,M,Mbour,38,patate douce
2021,Maty Sow,F,Louga,37,mais
2022,Bineta Toure,F,Saint-Louis,27,riz
2023,Mamadou Barry,M,Thiès,18,manioc
2024,Abdoulaye Koulibaly,M,Mbour,36,manioc
2025,Aminata Barry,F,Tivaouane,44,autres
2026,Fatou Fall,F,Ziguinchor,58,autres
2027,Aissatou Cissé,F,Louga,59,légumes
2028,Aissatou Kane,F,Kolda,26,haricot
2029,Lamine Ndoye,M,Tambacounda,44,riz
2030,Abdoulaye Diallo,M,Dakar,39,igname
2031,helene Senghor,F,Thiès,24,fruits
2032,Pape Dabo,M,Diourbel,34,mais
2033,Khady Balde,F,Kaolack,49,mais
2034,helene Camara,F,Louga,38,manioc
2035,Modou Keita,M,Mbour,25,igname
2036,Ndeye Kane,F,Fatick,47,manioc
2037,Pape Barry,M,Fatick,29,riz
2038,El Hadji Senghor,M,Kolda,58,igname
2039,Abdoulaye Dabo,M,Kaolack,23,autres
2040,Fatou Fofana,F,Tambacounda,22,riz
2041,Cheikh Gueye,M,Ziguinchor,52,manioc
2042,Khady Dieng,F,Kolda,64,fruits
2043,Sidy Ndoye,M,Matam,27,mil
2044,Ndeye Camara,F,Fatick,59,igname
2045,Babacar Ndoye,M,Tambacounda,30,arachide
2046,Aissatou Kouyaté,F,Dakar,54,riz
2047,El Hadji Koulibaly,M,Tambacounda,53,arachide
2048,Mamadou Barry,M,Dakar,20,mil
2049,Mamadou Lamine Keita,M,Diourbel,33,manioc
2050,Mamadou Diagne,M,Thiès,28,mais
2051,Ndeye Sall,F,Thiès,51,autres
2052,Bineta Gueye,F,Mbour,47,manioc
2053,Coumba Sall,F,Tivaouane,33,manioc
2054,Pape Senghor,M,Thiès,37,fruits
2055,Adama Ba,F,Kolda,35,riz
2056,Aissatou Barry,F,Ziguinchor,34,autres
2057,Rokhaya Traoré,F,Thiès,25,riz
2058,Khady Koulibaly,F,Diourbel,48,légumes
2059,Adama Thiam,F,Tambacounda,26,fruits
2060,Khady Sarr,F,Fatick,30,coton
2061,Pape Diallo,M,Matam,28,haricot
2062,Seynabou Diouf,F,Ziguinchor,39,mil
2063,Abdoulaye Diagne,M,Thiès,44,autres
2064,Mamadou Diop Sall,M,Ziguinchor,60,riz
2065,Mamadou Boubacar Toure,M,Thiès,22,coton
2066,Moussa Toure,M,Matam,23,arachide
2067,Babacar Diagne,M,Kaolack,22,arachide
2068,Khady Fall,F,Thiès,21,mais
2069,Ndeye Ndiaye,F,Fatick,28,arachide
2070,Fatou Diop,F,Ziguinchor,53,fruits
2071,Ndeye Balde,F,Tivaouane,56,riz
2072,Ousmane Sall,M,Tambacounda,43,autres
2073,Moussa Barry,M,Dakar,33,fruits
2074,Ndeye Balde,F,Kolda,19,patate douce
2075,Sidy Ndiaye,M,Mbour,23,riz
2076,Mamadou Senghor,M,Mbour,48,mil
2077,Babacar Cissé,M,Thiès,57,mais
2078,Modou Sow,M,Tivaouane,52,igname
2079,Aminata Fall,F,Louga,63,coton
2080,Babacar Toure,M,Saint-Louis,51,igname
2081,Mamadou Ndiaye Fall,M,Matam,41,légumes
2082,Bineta Kouyaté,F,Tambacounda,49,fruits
2083,Rokhaya Sy,F,Matam,49,manioc
2084,El Hadji Traoré,M,Tivaouane,33,mais
2085,Aminata Barry,F,Saint-Louis,39,autres
2086,Rokhaya Keita,F,Mbour,53,mais
2087,Aissatou Diop,F,Saint-Louis,21,igname
2088,Coumba Ndiaye,F,Thiès,35,manioc
2089,Seynabou Bamba,F,Ziguinchor,19,mais
2090,Mariama Ba,F,Tivaouane,57,haricot
2091,Mamadou Sarr Kouyaté,M,Matam,54,fruits
2092,Maty Diakhate,F,Fatick,64,mais
2093,Aminata Diagne,F,Dakar,57,mais
2094,Bineta Gassama,F,Fatick,62,mais
2095,Mariama Senghor,F,Thiès,21,patate douce
2096,Moussa Sow,M,Ziguinchor,57,mil
2097,Mamadou Keita,M,Matam,33,sésame
2098,Aissatou Toure,F,Tivaouane,65,sésame
2099,Mamadou Sarr Diakhate,M,Kaolack,20,haricot
2100,El Hadji Bamba,M,Diourbel,29,légumes
2101,Moussa Diouf,M,Ziguinchor,65,riz
2102,Aminata Barry,F,Saint-Louis,25,fruits
2103,Coumba Fall,F,Tambacounda,34,sésame
2104,Modou Diallo,M,Kolda,21,manioc
2105,Fatou Diallo,F,Kaolack,57,autres
2106,Lamine Diallo,M,Saint-Louis,33,riz
2107,Aminata Toure,F,Matam,23,manioc
2108,Seynabou Diouf,F,Ziguinchor,40,coton
2109,Adama Camara,F,Thiès,59,haricot
2110,Seynabou Sow,F,Dakar,59,patate douce
2111,Seynabou Camara,F,Sédhiou,42,fruits
2112,Mamadou Ndiaye Balde,M,Ziguinchor,48,riz
2113,Mamadou Ndiaye Diagne,M,Kolda,56,légumes
2114,Ibrahima Fall,M,Sédhiou,52,coton
2115,Ousmane Senghor,M,Kolda,59,arachide
2116,Aminata Koulibaly,F,Tambacounda,48,mil
2117,Abdoulaye Sow,M,Kolda,44,manioc
2118,Pape Bamba,M,Mbour,56,sésame
2119,El Hadji Diakhate,M,Sédhiou,49,sésame
2120,Seynabou Diallo,F,Kaolack,29,sésame
2121,Mamadou Sow Camara,M,Louga,27,autres
2122,Coumba Cissé,F,Tivaouane,37,légumes
2123,Mamadou Sarr Cissé,M,Diourbel,56,légumes
2124,Mariama Fofana,F,Fatick,51,patate douce
2125,Fatou Faye,F,Thiès,21,mil
2126,Ndeye Kane,F,Ziguinchor,62,mil
2127,Fatou Toure,F,Fatick,24,arachide
2128,Mamadou Sow Diallo,M,Tivaouane,19,arachide
2129,Adama Ndiaye,F,Tivaouane,61,sésame
2130,Mamadou Boubacar Koulibaly,M,Kaolack,44,légumes
2131,Adama Ndoye,F,Saint-Louis,33,riz
2132,Fatou Koulibaly,F,Dakar,48,sésame
2133,Pape Kouyaté,M,Diourbel,25,riz
2134,Mamadou Kouyaté,M,Thiès,58,igname
2135,Lamine Camara,M,Matam,57,autres
2136,Moussa Bamba,M,Ziguinchor,32,coton
2137,Aissatou Camara,F,Ziguinchor,37,arachide
2138,Khady Ndoye,F,Mbour,62,manioc
2139,Fatou Ba,F,Tambacounda,49,riz
2140,Pape Fofana,M,Ziguinchor,28,patate douce
2141,Mamadou Ndoye,M,Thiès,35,légumes
2142,Mariama Sy,F,Thiès,27,riz
2143,Adama Sall,F,Louga,32,arachide
2144,Rokhaya Sow,F,Matam,21,mais
2145,Mamadou Diagne,M,Kolda,25,sésame
2146,Babacar Traoré,M,Sédhiou,65,igname
2147,Ndeye Toure,F,Dakar,61,mil
2148,Mariama Barry,F,Thiès,59,patate douce
2149,Mamadou Ndiaye Sy,M,Dakar,39,arachide
2150,Mamadou Sarr Camara,M,Matam,18,haricot
2151,Ndeye Ndoye,F,Kolda,57,coton
2152,Abdoulaye Diakhate,M,Kaolack,27,patate douce
2153,Adama Diagne,F,Mbour,55,mais
2154,Bineta Gueye,F,Ziguinchor,22,autres
2155,Rokhaya Sall,F,Tambacounda,30,mais
2156,Khady Thiam,F,Tambacounda,19,mil
2157,Bineta Diallo,F,Thiès,54,fruits
2158,Mamadou Lamine Traoré,M,Kolda,62,arachide
2159,Aminata Cissé,F,Fatick,30,haricot
2160,Mamadou Boubacar Koulibaly,M,Kaolack,24,patate douce
2161,helene Thiam,F,Mbour,49,autres
2162,Sidy Ndiaye,M,Tivaouane,61,mil
2163,Babacar Ndoye,M,Dakar,39,sésame
2164,Mamadou Faye Fall,M,Matam,36,légumes
2165,Babacar Diop,M,Saint-Louis,20,mais
2166,Aissatou Cissé,F,Matam,31,igname
2167,Rokhaya Sarr,F,Tivaouane,38,haricot
2168,Modou Ndiaye,M,Kolda,60,sésame
2169,Adama Sow,F,Tivaouane,35,autres
2170,Adama Camara,F,Ziguinchor,23,mais
2171,Aissatou Barry,F,Tambacounda,51,fruits
2172,Ndeye Diallo,F,Saint-Louis,35,igname
2173,Mamadou Lamine Sy,M,Louga,53,igname
2174,El Hadji Barry,M,Tivaouane,21,légumes
2175,Moussa Bamba,M,Dakar,19,manioc
2176,Adama Diouf,F,Tambacounda,23,arachide
2177,Lamine Toure,M,Tivaouane,37,sésame
2178,El Hadji Camara,M,Fatick,63,arachide
2179,Mariama Keita,F,Dakar,50,mais
2180,Pape Diop,M,Thiès,58,sésame
2181,Maty Sow,F,Kolda,65,manioc
2182,Mamadou Sarr Camara,M,Ziguinchor,56,manioc
2183,Khady Dabo,F,Matam,53,igname
2184,Khady Ba,F,Ziguinchor,63,manioc
2185,Ibrahima Bamba,M,Kaolack,54,igname
2186,Fatou Barry,F,Louga,65,haricot
2187,Mamadou Lamine Bamba,M,Ziguinchor,63,légumes
2188,El Hadji Bamba,M,Diourbel,42,igname
2189,Aissatou Diouf,F,Thiès,64,légumes
2190,Aissatou Kane,F,Tambacounda,29,mil
2191,Babacar Koulibaly,M,Tivaouane,57,fruits
2192,Coumba Sy,F,Tivaouane,57,manioc
2193,El Hadji Balde,M,Matam,44,haricot
2194,Mamadou Boubacar Bamba,M,Louga,61,arachide
2195,Lamine Fofana,M,Thiès,45,patate douce
2196,Coumba Sow,F,Kaolack,21,igname
2197,helene Diakhate,F,Diourbel,61,sésame
2198,Mamadou Diop Camara,M,Saint-Louis,19,légumes
2199,Fatou Sarr,F,Matam,59,mil
2200,Cheikh Dabo,M,Dakar,35,mil
2201,helene Ba,F,Dakar,45,autres
2202,Lamine Bamba,M,Sédhiou,39,fruits
2203,Mamadou Faye Camara,M,Dakar,65,mil
2204,Seynabou Toure,F,Kaolack,53,mil
2205,Mamadou Cissé,M,Dakar,22,fruits
2206,Seynabou Diallo,F,Sédhiou,43,manioc
2207,Aminata Balde,F,Mbour,21,autres
2208,Pape Diakhate,M,Mbour,64,riz
2209,Maty Ndiaye,F,Tambacounda,25,mil
2210,Mariama Keita,F,Sédhiou,60,mil
2211,Maty Kane,F,Mbour,30,arachide
2212,Lamine Balde,M,Tivaouane,36,riz
2213,Adama Senghor,F,Kolda,48,haricot
2214,Mariama Diallo,F,Dakar,43,riz
2215,Mamadou Fofana,M,Sédhiou,45,manioc
2216,Cheikh Traoré,M,Kaolack,26,mil
2217,Mariama Sow,F,Thiès,34,coton
2218,Modou Ndoye,M,Ziguinchor,25,manioc
2219,Abdoulaye Dieng,M,Kolda,51,arachide
2220,helene Diagne,F,Thiès,56,mil
2221,Mariama Diagne,F,Matam,63,légumes
2222,Ndeye Toure,F,Ziguinchor,47,fruits
2223,Aissatou Diop,F,Sédhiou,34,autres
2224,Fatou Ba,F,Saint-Louis,20,arachide
2225,Fatou Diallo,F,Kaolack,59,légumes
2226,Mamadou Boubacar Faye,M,Kolda,44,fruits
2227,Babacar Diagne,M,Kaolack,20,mil
2228,Mamadou Ndiaye Camara,M,Matam,35,coton
2229,Rokhaya Diouf,F,Fatick,49,sésame
2230,Aissatou Diouf,F,Dakar,41,manioc
2231,Aissatou Sarr,F,Matam,50,fruits
2232,Mariama Cissé,F,Louga,31,sésame
2233,Cheikh Sow,M,Mbour,27,mais
2234,Mamadou Diallo,M,Saint-Louis,27,autres
2235,Aminata Barry,F,Tambacounda,38,manioc
2236,Modou Diouf,M,Matam,38,patate douce
2237,Adama Kouyaté,F,Thiès,26,mil
2238,helene Diop,F,Matam,57,mil
2239,Aminata Camara,F,Tivaouane,52,patate douce
2240,Lamine Sy,M,Tivaouane,37,légumes
2241,Mamadou Sarr Dabo,M,Kaolack,20,riz
2242,Moussa Senghor,M,Fatick,53,autres
2243,Fatou Senghor,F,Diourbel,33,mil
2244,Khady Dabo,F,Ziguinchor,62,manioc
2245,Seynabou Cissé,F,Ziguinchor,23,riz
2246,Aissatou Ndoye,F,Diourbel,45,autres
2247,Khady Sow,F,Matam,56,haricot
2248,Moussa Diallo,M,Mbour,22,mil
2249,Sidy Ba,M,Thiès,33,patate douce
2250,Mamadou Faye Camara,M,Diourbel,31,haricot
2251,Mamadou Faye Diagne,M,Louga,65,légumes
2252,Cheikh Senghor,M,Ziguinchor,59,manioc
2253,helene Traoré,F,Dakar,20,riz
2254,Moussa Diallo,M,Matam,37,manioc
2255,Modou Thiam,M,Dakar,42,manioc
2256,Cheikh Senghor,M,Tambacounda,56,mais
2257,Cheikh Kane,M,Ziguinchor,32,riz
2258,Lamine Gueye,M,Sédhiou,37,mil
2259,Pape Traoré,M,Ziguinchor,52,fruits
2260,Abdoulaye Faye,M,Louga,56,sésame
2261,Mamadou Faye Dieng,M,Ziguinchor,27,patate douce
